Date,Price,Open,High,Low,Vol.,Change %
01-Jun-18,1390.1,1392.4,1392.4,1392.4,0.00K,-0.35%
31-May-18,1395,1395,1395,1395,4.08K,-0.12%
30-May-18,1396.7,1396.7,1396.7,1396.7,50.85K,0.22%
29-May-18,1393.7,1393.7,1393.7,1393.7,0.08K,7.41%
28-May-18,1297.6,1298.4,1299.7,1294.7,-,-0.05%
27-May-18,1298.3,1299.8,1299.9,1296.1,-,-7.48%
25-May-18,1403.2,1403.2,1403.2,1403.2,0.00K,-0.07%
24-May-18,1404.2,1404.2,1404.2,1404.2,0.02K,1.08%
23-May-18,1389.2,1389.2,1389.2,1389.2,0.01K,-0.21%
22-May-18,1392.1,1392.1,1392.1,1392.1,0.05K,0.07%
21-May-18,1391.1,1391.1,1391.1,1391.1,0.05K,-0.01%
18-May-18,1391.3,1391.3,1391.3,1391.3,0.00K,0.09%
17-May-18,1390,1390,1390,1390,0.00K,-0.15%
16-May-18,1392.1,1392.1,1392.1,1392.1,0.03K,0.17%
15-May-18,1389.8,1405.3,1405.3,1405.3,0.00K,-1.98%
14-May-18,1417.9,1417.9,1417.9,1417.9,0.00K,-0.18%
11-May-18,1420.4,1420.4,1420.4,1420.4,0.00K,-0.12%
10-May-18,1422.1,1422.1,1422.1,1422.1,0.01K,0.64%
09-May-18,1413,1413.5,1413.5,1413.3,0.03K,-0.06%
08-May-18,1413.8,1413.8,1413.8,1413.8,0.34K,-0.03%
07-May-18,1414.2,1414.2,1414.2,1414.2,0.00K,-0.04%
04-May-18,1414.7,1414.7,1414.7,1414.7,0.04K,0.16%
03-May-18,1412.4,1412.4,1412.4,1412.4,0.00K,0.51%
02-May-18,1405.3,1405.3,1405.3,1405.3,0.02K,-0.08%
01-May-18,1406.4,1406.4,1406.4,1406.4,0.03K,-0.89%
30-Apr-18,1419.1,1419.1,1419.1,1419.1,0.05K,-0.32%
27-Apr-18,1423.6,1423.6,1423.6,1423.6,0.62K,0.39%
26-Apr-18,1418,1418,1418,1418,0.01K,-0.34%
25-Apr-18,1422.9,1422.9,1422.9,1422.9,0.28K,-0.71%
24-Apr-18,1433.1,1433.1,1433.1,1433.1,0.03K,0.64%
23-Apr-18,1424,1424,1424,1424,0.01K,-0.99%
20-Apr-18,1438.2,1442,1442,1442,0.00K,-0.73%
19-Apr-18,1448.8,1453,1453,1453,0.00K,-0.32%
18-Apr-18,1453.5,1460.1,1460.1,1460.1,0.00K,0.29%
17-Apr-18,1449.3,1449.3,1449.3,1449.3,0.41K,-0.09%
16-Apr-18,1450.6,1450.6,1450.6,1450.6,0.06K,0.19%
13-Apr-18,1447.9,1447.9,1447.9,1447.9,0.07K,0.45%
12-Apr-18,1441.4,1441.4,1441.4,1441.4,0.03K,-1.27%
11-Apr-18,1460,1460,1460,1460,0.00K,1.00%
10-Apr-18,1445.5,1445.5,1445.5,1445.5,0.11K,0.41%
09-Apr-18,1439.6,1439.6,1439.6,1439.6,0.29K,0.26%
06-Apr-18,1435.9,1435.9,1435.9,1435.9,0.35K,0.55%
05-Apr-18,1428.1,1428.1,1428.1,1428.1,0.26K,-0.81%
04-Apr-18,1439.7,1439.7,1439.7,1439.7,0.72K,0.22%
03-Apr-18,1436.5,1436.5,1436.5,1436.5,0.70K,-0.64%
02-Apr-18,1445.8,1445.8,1445.8,1445.8,0.65K,1.39%
29-Mar-18,1426,1426,1426,1426,5.59K,-0.20%
28-Mar-18,1428.9,1428.9,1428.9,1428.9,59.28K,-1.31%
27-Mar-18,1447.8,1447.8,1447.8,1447.8,0.01K,-0.90%
26-Mar-18,1461,1461,1461,1461,0.01K,0.41%
23-Mar-18,1455,1455,1455,1455,0.01K,1.59%
22-Mar-18,1432.2,1432.2,1432.2,1432.2,0.00K,0.39%
21-Mar-18,1426.6,1426.6,1426.6,1426.6,0.01K,0.73%
20-Mar-18,1416.2,1416.2,1416.2,1416.2,0.00K,-0.39%
19-Mar-18,1421.7,1421.7,1421.7,1421.7,0.01K,0.38%
16-Mar-18,1416.3,1416.3,1416.3,1416.3,0.03K,-0.38%
15-Mar-18,1421.7,1421.7,1421.7,1421.7,0.10K,-0.56%
14-Mar-18,1429.7,1429.7,1429.7,1429.7,0.03K,-0.12%
13-Mar-18,1431.4,1433.4,1433.4,1433.4,0.00K,0.46%
12-Mar-18,1424.8,1424.8,1424.8,1424.8,0.00K,-0.22%
09-Mar-18,1428,1428,1428,1428,0.09K,0.30%
08-Mar-18,1423.7,1423.7,1423.7,1423.7,0.06K,-0.29%
07-Mar-18,1427.9,1427.9,1427.9,1427.9,0.03K,-0.56%
06-Mar-18,1435.9,1435.9,1435.9,1435.9,0.02K,1.08%
05-Mar-18,1420.5,1420.5,1420.5,1420.5,0.02K,-0.26%
02-Mar-18,1424.2,1424.2,1424.2,1424.2,0.16K,1.29%
01-Mar-18,1406,1406,1406,1406,0.04K,-0.93%
28-Feb-18,1419.2,1419.2,1419.2,1419.2,0.06K,-0.03%
27-Feb-18,1419.6,1419.6,1419.6,1419.6,0.05K,-0.94%
26-Feb-18,1433.1,1433.1,1433.1,1433.1,0.04K,0.29%
23-Feb-18,1429,1429,1429,1429,0.43K,-0.17%
22-Feb-18,1431.4,1431.4,1431.4,1431.4,0.07K,0.06%
21-Feb-18,1430.6,1430.6,1430.6,1430.6,0.12K,0.15%
20-Feb-18,1428.4,1428.4,1428.4,1428.4,0.28K,5.98%
19-Feb-18,1347.8,1350.4,1353.9,1347.4,-,-0.20%
18-Feb-18,1350.5,1349.7,1352.4,1349.7,-,-7.04%
16-Feb-18,1452.8,1452.8,1452.8,1452.8,0.11K,0.09%
15-Feb-18,1451.5,1451.5,1451.5,1451.5,0.11K,-0.10%
14-Feb-18,1452.9,1452.9,1452.9,1452.9,0.40K,1.97%
13-Feb-18,1424.8,1424.8,1424.8,1424.8,0.07K,0.27%
12-Feb-18,1420.9,1420.9,1420.9,1420.9,0.14K,0.77%
09-Feb-18,1410.1,1410.1,1410.1,1410.1,0.00K,-0.33%
08-Feb-18,1414.8,1414.8,1414.8,1414.8,0.46K,0.29%
07-Feb-18,1410.7,1410.7,1410.7,1410.7,0.49K,-1.03%
06-Feb-18,1425.4,1425.4,1425.4,1425.4,0.53K,-0.52%
05-Feb-18,1432.9,1432.9,1432.9,1432.9,0.64K,-0.12%
02-Feb-18,1434.6,1434.6,1434.6,1434.6,2.84K,-0.73%
01-Feb-18,1445.1,1445.1,1445.1,1445.1,1.68K,0.40%
31-Jan-18,1439.4,1439.4,1439.4,1439.4,4.88K,0.22%
30-Jan-18,1436.2,1436.2,1436.2,1436.2,52.10K,-0.35%
29-Jan-18,1441.3,1441.3,1441.3,1441.3,0.00K,-0.85%
26-Jan-18,1453.7,1453.7,1453.7,1453.7,0.05K,-0.64%
25-Jan-18,1463.1,1463.1,1463.1,1463.1,0.00K,0.47%
24-Jan-18,1456.3,1456.3,1456.3,1456.3,0.02K,1.54%
23-Jan-18,1434.2,1434.2,1434.2,1434.2,0.05K,0.32%
22-Jan-18,1429.6,1429.6,1429.6,1429.6,0.16K,0.26%
19-Jan-18,1425.9,1425.9,1425.9,1425.9,0.05K,0.49%
18-Jan-18,1419,1419,1419,1419,0.21K,-0.84%
17-Jan-18,1431,1431,1431,1431,0.03K,0.20%
16-Jan-18,1428.1,1428.1,1428.1,1428.1,0.01K,6.43%
15-Jan-18,1341.8,1337.3,1344.9,1337,-,0.33%
14-Jan-18,1337.4,1337.7,1338.6,1336.4,-,-6.19%
12-Jan-18,1425.7,1425.7,1425.7,1425.7,0.01K,1.01%
11-Jan-18,1411.4,1411.4,1411.4,1411.4,0.01K,0.22%
10-Jan-18,1408.3,1408.3,1408.3,1408.3,0.00K,0.50%
09-Jan-18,1401.3,1398,1398,1398,0.00K,-0.43%
08-Jan-18,1407.4,1407.4,1407.4,1407.4,0.04K,-0.06%
05-Jan-18,1408.3,1408.3,1408.3,1408.3,0.00K,0.07%
04-Jan-18,1407.3,1407.3,1407.3,1407.3,0.00K,0.24%
03-Jan-18,1404,1399,1399,1399,0.00K,0.28%
02-Jan-18,1400.1,1400.1,1400.1,1400.1,0.00K,6.98%
01-Jan-18,1308.7,1305.8,1309.7,1304.6,-,-5.98%
29-Dec-17,1391.9,1391.9,1391.9,1391.9,0.07K,0.91%
28-Dec-17,1379.4,1372.1,1372.1,1372,0.01K,0.52%
27-Dec-17,1372.3,1372.3,1372.3,1372.3,0.07K,0.28%
26-Dec-17,1368.5,1368.5,1368.5,1368.5,0.08K,7.09%
25-Dec-17,1277.9,1278.9,1279.5,1277.9,-,-6.02%
22-Dec-17,1359.8,1353.7,1354.3,1353.7,0.00K,0.63%
21-Dec-17,1351.3,1351.3,1351.3,1351.3,0.23K,0.07%
20-Dec-17,1350.4,1350.4,1350.4,1350.4,0.06K,0.42%
19-Dec-17,1344.8,1344.8,1344.8,1344.8,0.33K,-0.06%
18-Dec-17,1345.6,1345.6,1345.6,1345.6,0.05K,0.61%
15-Dec-17,1337.4,1337.4,1337.4,1337.4,0.58K,0.01%
14-Dec-17,1337.2,1342,1342,1334,0.00K,0.64%
13-Dec-17,1328.7,1328.7,1328.7,1328.7,0.35K,0.51%
12-Dec-17,1321.9,1321.9,1321.9,1321.9,0.06K,-0.37%
11-Dec-17,1326.8,1326.8,1326.8,1326.8,0.15K,-0.10%
08-Dec-17,1328.1,1330.5,1330.5,1330.5,0.00K,-0.37%
07-Dec-17,1333,1327.6,1327.6,1327.6,0.01K,-0.98%
06-Dec-17,1346.2,1346.2,1346.2,1346.2,0.37K,0.08%
05-Dec-17,1345.1,1345.1,1345.1,1345.1,1.50K,-0.95%
04-Dec-17,1358,1358,1358,1358,0.85K,-0.35%
01-Dec-17,1362.8,1362.8,1362.8,1362.8,0.82K,0.41%
30-Nov-17,1357.3,1357.3,1357.3,1357.3,3.05K,-0.67%
29-Nov-17,1366.4,1382,1382,1382,0.01K,-0.91%
28-Nov-17,1379,1379,1379,1379,4.06K,0.02%
27-Nov-17,1378.7,1378.7,1378.7,1378.7,0.00K,0.52%
24-Nov-17,1371.6,1371.6,1371.6,1371.6,0.01K,6.19%
23-Nov-17,1291.66,1291.19,1293.87,1287.65,-,-6.16%
22-Nov-17,1376.4,1376.4,1376.4,1376.4,0.03K,0.85%
21-Nov-17,1364.8,1364.8,1364.8,1364.8,0.02K,0.53%
20-Nov-17,1357.6,1357.6,1357.6,1357.6,0.00K,-1.48%
17-Nov-17,1378,1378,1378,1378,0.00K,1.37%
16-Nov-17,1359.4,1359.4,1359.4,1359.4,0.04K,0.05%
15-Nov-17,1358.7,1358.7,1358.7,1358.7,0.01K,-0.40%
14-Nov-17,1364.2,1364.2,1364.2,1364.2,0.00K,0.28%
13-Nov-17,1360.4,1360.4,1360.4,1360.4,0.02K,0.44%
10-Nov-17,1354.5,1354.5,1354.5,1354.5,0.10K,-0.90%
09-Nov-17,1366.8,1366.8,1366.8,1366.8,0.02K,0.33%
08-Nov-17,1362.3,1362.3,1362.3,1362.3,0.02K,0.62%
07-Nov-17,1353.9,1353.9,1353.9,1353.9,0.01K,-0.43%
06-Nov-17,1359.7,1359.7,1359.7,1359.7,0.13K,0.95%
03-Nov-17,1346.9,1346.9,1346.9,1346.9,0.08K,-0.63%
02-Nov-17,1355.4,1355.4,1355.4,1355.4,0.07K,0.06%
01-Nov-17,1354.6,1354.6,1354.6,1354.6,0.08K,0.51%
31-Oct-17,1347.7,1347.7,1347.7,1347.7,0.24K,-0.53%
30-Oct-17,1354.9,1354.9,1354.9,1354.9,0.22K,0.43%
27-Oct-17,1349.1,1351.7,1351.7,1351.7,0.00K,0.19%
26-Oct-17,1346.5,1346.5,1346.5,1346.5,0.04K,-0.66%
25-Oct-17,1355.5,1355.5,1355.5,1355.5,0.11K,0.10%
24-Oct-17,1354.2,1354.2,1354.2,1354.2,0.11K,-0.20%
23-Oct-17,1356.9,1356.9,1356.9,1356.9,0.12K,0.05%
20-Oct-17,1356.2,1356.2,1356.2,1356.2,0.30K,-0.71%
19-Oct-17,1365.9,1365.9,1365.9,1365.9,0.13K,0.49%
18-Oct-17,1359.3,1359.3,1359.3,1359.3,0.16K,-0.23%
17-Oct-17,1362.5,1362.5,1362.5,1362.5,0.57K,-1.25%
16-Oct-17,1379.7,1382,1382,1382,0.01K,-0.05%
13-Oct-17,1380.4,1372,1372,1372,0.00K,0.59%
12-Oct-17,1372.3,1372.3,1372.3,1372.3,0.01K,0.57%
11-Oct-17,1364.5,1364.5,1364.5,1364.5,0.02K,-0.36%
10-Oct-17,1369.4,1374.7,1374.7,1374.7,0.00K,0.66%
09-Oct-17,1360.4,1362,1362,1362,0.00K,0.77%
06-Oct-17,1350,1350,1350,1350,0.05K,0.13%
05-Oct-17,1348.3,1348.3,1348.3,1348.3,0.04K,-0.20%
04-Oct-17,1351,1351,1351,1351,0.22K,0.16%
03-Oct-17,1348.8,1353.3,1353.3,1353.3,0.00K,-0.10%
02-Oct-17,1350.1,1350.1,1350.1,1350.1,0.14K,-0.55%
29-Sep-17,1357.6,1357.6,1357.6,1357.6,0.49K,-0.27%
28-Sep-17,1361.3,1361.3,1361.3,1361.3,0.05K,0.04%
27-Sep-17,1360.7,1360.7,1360.7,1360.7,0.02K,-0.98%
26-Sep-17,1374.1,1374.1,1374.1,1374.1,0.04K,-0.68%
25-Sep-17,1383.5,1382,1382,1382,0.00K,1.03%
22-Sep-17,1369.4,1369.4,1369.4,1369.4,0.21K,0.20%
21-Sep-17,1366.7,1367.3,1367.3,1367.3,0.00K,-1.56%
20-Sep-17,1388.3,1388.3,1388.3,1388.3,0.01K,0.41%
19-Sep-17,1382.6,1382.6,1382.6,1382.6,0.05K,0.17%
18-Sep-17,1380.3,1380.3,1380.3,1380.3,0.00K,-1.06%
15-Sep-17,1395.1,1395.1,1395.1,1395.1,0.02K,-0.29%
14-Sep-17,1399.2,1399.2,1399.2,1399.2,0.32K,0.18%
13-Sep-17,1396.7,1396.7,1396.7,1396.7,0.08K,-0.36%
12-Sep-17,1401.8,1406.6,1406.6,1406.6,0.03K,-0.16%
11-Sep-17,1404.1,1404.1,1404.1,1404.1,0.00K,-1.07%
08-Sep-17,1419.3,1419.3,1419.3,1419.3,0.04K,0.09%
07-Sep-17,1418,1418,1418,1418,0.03K,0.86%
06-Sep-17,1405.9,1405.9,1405.9,1405.9,0.08K,-0.38%
05-Sep-17,1411.2,1411.2,1411.2,1411.2,0.01K,5.46%
04-Sep-17,1338.08,1341.21,1344.59,1337.01,-,-0.23%
03-Sep-17,1341.22,1340.54,1342.07,1338.96,-,-4.00%
01-Sep-17,1397.1,1397.1,1397.1,1397.1,0.04K,0.62%
31-Aug-17,1388.5,1389.5,1393.7,1389.5,0.00K,0.55%
30-Aug-17,1380.9,1380.9,1380.9,1380.9,0.37K,-0.35%
29-Aug-17,1385.7,1385.7,1385.7,1385.7,0.30K,0.22%
28-Aug-17,1382.6,1381.9,1381.9,1381.9,0.00K,1.30%
25-Aug-17,1364.8,1364.8,1364.8,1364.8,0.28K,0.43%
24-Aug-17,1358.9,1358.9,1358.9,1358.9,0.55K,-0.21%
23-Aug-17,1361.7,1361.7,1361.7,1361.7,0.25K,0.23%
22-Aug-17,1358.6,1358.6,1358.6,1358.6,0.10K,-0.40%
21-Aug-17,1364.1,1364.1,1364.1,1364.1,0.02K,0.39%
18-Aug-17,1358.8,1362.7,1372.5,1362.7,0.00K,-0.08%
17-Aug-17,1359.9,1359.9,1359.9,1359.9,0.04K,0.67%
16-Aug-17,1350.8,1350.8,1350.8,1350.8,0.11K,0.24%
15-Aug-17,1347.5,1347.5,1347.5,1347.5,0.19K,-0.78%
14-Aug-17,1358.1,1358.1,1358.1,1358.1,0.34K,-0.24%
11-Aug-17,1361.4,1361.4,1361.4,1361.4,0.14K,0.27%
10-Aug-17,1357.8,1357.8,1357.8,1357.8,0.61K,0.80%
09-Aug-17,1347,1347,1347,1347,0.57K,1.25%
08-Aug-17,1330.4,1330.4,1330.4,1330.4,0.56K,-0.12%
07-Aug-17,1332,1326.4,1326.4,1326.4,0.00K,0.02%
04-Aug-17,1331.7,1331.7,1331.7,1331.7,0.52K,-0.74%
03-Aug-17,1341.6,1341.6,1341.6,1341.6,0.00K,-0.29%
02-Aug-17,1345.5,1345.5,1345.5,1345.5,0.39K,-0.06%
01-Aug-17,1346.3,1346.3,1346.3,1346.3,1.06K,0.42%
31-Jul-17,1340.7,1340.7,1340.7,1340.7,7.78K,-0.14%
28-Jul-17,1342.6,1342.6,1342.6,1342.6,64.18K,0.67%
27-Jul-17,1333.7,1333.7,1333.7,1333.7,0.05K,0.85%
26-Jul-17,1322.4,1322.4,1322.4,1322.4,0.00K,-0.06%
25-Jul-17,1323.2,1323.2,1323.2,1323.2,0.02K,-0.17%
24-Jul-17,1325.4,1323.6,1323.6,1323.6,0.00K,-0.04%
21-Jul-17,1325.9,1325.9,1325.9,1325.9,0.02K,0.67%
20-Jul-17,1317.1,1317.1,1317.1,1317.1,0.01K,0.26%
19-Jul-17,1313.7,1313.7,1313.7,1313.7,0.00K,0.02%
18-Jul-17,1313.5,1313.5,1313.5,1313.5,0.03K,0.62%
17-Jul-17,1305.4,1305.4,1305.4,1305.4,0.01K,0.51%
14-Jul-17,1298.8,1289,1289,1289,0.00K,0.80%
13-Jul-17,1288.5,1288.5,1288.5,1288.5,0.01K,-0.21%
12-Jul-17,1291.2,1291.2,1291.2,1291.2,0.01K,0.27%
11-Jul-17,1287.7,1287.7,1287.7,1287.7,0.01K,0.13%
10-Jul-17,1286,1286,1286,1286,0.03K,0.28%
07-Jul-17,1282.4,1282.3,1282.3,1282.3,0.00K,-1.10%
06-Jul-17,1296.7,1296.7,1296.7,1296.7,0.00K,0.22%
05-Jul-17,1293.9,1293.9,1293.9,1293.9,0.00K,5.41%
04-Jul-17,1227.55,1224.3,1228.03,1221.49,-,-4.91%
03-Jul-17,1290.9,1289.9,1289.9,1289,0.02K,-1.76%
30-Jun-17,1314,1314,1314,1314,0.04K,-0.28%
29-Jun-17,1317.7,1322.8,1322.8,1313.7,0.00K,-0.23%
28-Jun-17,1320.8,1320.8,1320.8,1320.8,0.01K,0.18%
27-Jun-17,1318.4,1318.4,1318.4,1318.4,0.11K,0.05%
26-Jun-17,1317.7,1317.7,1317.7,1317.7,0.19K,-0.75%
23-Jun-17,1327.7,1327.7,1327.7,1327.7,0.00K,0.55%
22-Jun-17,1320.4,1320.4,1320.4,1320.4,0.16K,0.25%
21-Jun-17,1317.1,1317.1,1317.1,1317.1,0.01K,0.14%
20-Jun-17,1315.2,1315.2,1315.2,1315.2,0.08K,-0.27%
19-Jun-17,1318.8,1318.8,1318.8,1318.8,0.11K,-0.73%
16-Jun-17,1328.5,1328.5,1328.5,1328.5,0.03K,0.13%
15-Jun-17,1326.8,1326.8,1326.8,1326.8,0.74K,-1.59%
14-Jun-17,1348.2,1348.2,1348.2,1348.2,0.34K,0.52%
13-Jun-17,1341.2,1342.8,1342.8,1342.8,0.00K,-0.02%
12-Jun-17,1341.5,1341.5,1341.5,1341.5,0.26K,-0.18%
09-Jun-17,1343.9,1343.9,1343.9,1343.9,0.00K,-0.59%
08-Jun-17,1351.9,1351.9,1351.9,1351.9,0.32K,-1.00%
07-Jun-17,1365.6,1365.6,1365.6,1365.6,0.64K,-0.32%
06-Jun-17,1370,1370,1370,1370,0.94K,1.06%
05-Jun-17,1355.6,1355.6,1355.6,1355.6,0.43K,0.18%
02-Jun-17,1353.1,1353.1,1353.1,1353.1,1.73K,0.74%
01-Jun-17,1343.2,1343.2,1343.2,1343.2,0.83K,-0.39%
31-May-17,1348.5,1348.5,1348.5,1348.5,2.71K,0.70%
30-May-17,1339.1,1339.1,1339.1,1339.1,129.82K,5.72%
29-May-17,1266.69,1268.02,1268.6,1264.96,-,-0.12%
28-May-17,1268.22,1266.31,1269.02,1266.31,-,-5.69%
26-May-17,1344.8,1344.8,1344.8,1344.8,0.00K,0.86%
25-May-17,1333.3,1333.3,1333.3,1333.3,0.01K,0.27%
24-May-17,1329.7,1329.7,1329.7,1329.7,0.01K,-0.18%
23-May-17,1332.1,1332.1,1332.1,1332.1,0.02K,-0.44%
22-May-17,1338,1338,1338,1338,0.01K,0.61%
19-May-17,1329.9,1329.9,1329.9,1329.9,0.01K,0.05%
18-May-17,1329.2,1339.8,1340,1339.8,0.04K,-0.52%
17-May-17,1336.2,1336.2,1336.2,1336.2,0.03K,1.66%
16-May-17,1314.4,1312.7,1312.7,1312.7,0.00K,0.49%
15-May-17,1308,1307.5,1308,1307.5,0.00K,0.18%
12-May-17,1305.7,1305.7,1305.7,1305.7,0.03K,0.21%
11-May-17,1302.9,1302.9,1302.9,1302.9,0.01K,0.41%
10-May-17,1297.6,1305,1305.2,1305,0.01K,0.19%
09-May-17,1295.1,1306.1,1306.1,1303.2,0.01K,-0.84%
08-May-17,1306.1,1306.1,1306.1,1306.1,0.04K,0.02%
05-May-17,1305.8,1305.8,1305.8,1305.8,0.02K,-0.12%
04-May-17,1307.4,1312.1,1312.1,1312.1,0.00K,-1.52%
03-May-17,1327.6,1326.9,1326.9,1326.9,0.00K,-0.64%
02-May-17,1336.1,1336.1,1336.1,1336.1,0.09K,0.11%
01-May-17,1334.6,1334.6,1334.6,1334.6,0.03K,-0.93%
28-Apr-17,1347.1,1347.1,1347.1,1347.1,0.09K,0.18%
27-Apr-17,1344.7,1344.7,1344.7,1344.7,0.21K,0.13%
26-Apr-17,1343,1343,1343,1343,0.10K,-0.22%
25-Apr-17,1346,1346,1346,1346,0.36K,-0.72%
24-Apr-17,1355.8,1355.8,1355.8,1355.8,0.61K,-0.82%
21-Apr-17,1367,1359.8,1378,1359.8,0.00K,0.39%
20-Apr-17,1361.7,1361.7,1361.7,1361.7,0.13K,0.09%
19-Apr-17,1360.5,1360.5,1360.5,1360.5,0.19K,-0.76%
18-Apr-17,1370.9,1370.9,1370.9,1370.9,0.00K,0.08%
17-Apr-17,1369.8,1369.8,1369.8,1369.8,0.07K,6.21%
14-Apr-17,1289.65,1289.65,1289.65,1289.65,-,-5.64%
13-Apr-17,1366.7,1366.7,1366.7,1366.7,0.92K,0.69%
12-Apr-17,1357.3,1357.3,1357.3,1357.3,0.00K,0.29%
11-Apr-17,1353.4,1353.4,1353.4,1353.4,0.40K,1.51%
10-Apr-17,1333.3,1333.3,1333.3,1333.3,0.18K,-0.26%
07-Apr-17,1336.8,1336.8,1336.8,1336.8,0.00K,0.33%
06-Apr-17,1332.4,1332.4,1332.4,1332.4,0.00K,0.37%
05-Apr-17,1327.5,1327.5,1327.5,1327.5,0.91K,-0.70%
04-Apr-17,1336.8,1333.1,1333.1,1333.1,0.00K,0.31%
03-Apr-17,1332.7,1332.7,1332.7,1332.7,1.16K,0.22%
31-Mar-17,1329.8,1339,1339,1339,0.00K,0.23%
30-Mar-17,1326.7,1344,1344,1341.3,0.00K,-0.66%
29-Mar-17,1335.5,1335.5,1335.5,1335.5,0.04K,-0.15%
28-Mar-17,1337.5,1338.7,1338.7,1338.7,0.00K,0.01%
27-Mar-17,1337.4,1337.4,1337.4,1337.4,0.07K,0.53%
24-Mar-17,1330.4,1330.4,1330.4,1330.4,0.00K,0.14%
23-Mar-17,1328.5,1328.5,1328.5,1328.5,0.02K,-0.23%
22-Mar-17,1331.5,1331.5,1331.5,1331.5,0.00K,0.19%
21-Mar-17,1329,1316.5,1316.5,1316.5,0.00K,0.90%
20-Mar-17,1317.2,1317.2,1317.2,1317.2,0.02K,0.27%
17-Mar-17,1313.6,1313.6,1313.6,1313.6,0.03K,0.22%
16-Mar-17,1310.7,1310.7,1310.7,1310.7,0.05K,2.06%
15-Mar-17,1284.3,1284.3,1284.3,1284.3,0.04K,-0.16%
14-Mar-17,1286.3,1286.3,1286.3,1286.3,0.02K,-0.02%
13-Mar-17,1286.6,1294,1294,1294,0.02K,0.20%
10-Mar-17,1284,1284,1284,1284,0.00K,-0.13%
09-Mar-17,1285.7,1285.7,1285.7,1285.7,0.04K,-0.48%
08-Mar-17,1291.9,1291.9,1291.9,1291.9,0.02K,-0.45%
07-Mar-17,1297.7,1307.6,1307.6,1307.5,0.03K,-0.73%
06-Mar-17,1307.3,1307.3,1307.3,1307.3,0.03K,-0.11%
03-Mar-17,1308.8,1308.8,1308.8,1308.8,0.12K,-0.39%
02-Mar-17,1313.9,1313.9,1313.9,1313.9,0.08K,-1.29%
01-Mar-17,1331.1,1331.1,1331.1,1331.1,0.14K,-0.24%
28-Feb-17,1334.3,1334.3,1334.3,1334.3,0.72K,-0.36%
27-Feb-17,1339.1,1339.1,1339.1,1339.1,0.54K,0.05%
24-Feb-17,1338.4,1338.4,1338.4,1338.4,0.09K,0.50%
23-Feb-17,1331.7,1331.7,1331.7,1331.7,0.03K,1.40%
22-Feb-17,1313.3,1313.3,1313.3,1313.3,0.00K,-0.45%
21-Feb-17,1319.2,1319.2,1319.2,1319.2,0.00K,6.54%
20-Feb-17,1238.2,1237.25,1240.15,1233.5,-,0.07%
19-Feb-17,1237.3,1236,1239.25,1236,-,-6.22%
17-Feb-17,1319.4,1319.4,1319.4,1319.4,0.30K,-0.25%
16-Feb-17,1322.7,1322.7,1322.7,1322.7,0.00K,0.65%
15-Feb-17,1314.2,1314.2,1314.2,1314.2,0.18K,0.71%
14-Feb-17,1304.9,1304.9,1304.9,1304.9,0.16K,0.00%
13-Feb-17,1304.9,1304.9,1304.9,1304.9,0.40K,-0.73%
10-Feb-17,1314.5,1319,1319,1319,0.00K,-0.07%
09-Feb-17,1315.4,1315.4,1315.4,1315.4,0.89K,-0.22%
08-Feb-17,1318.3,1323.9,1323.9,1323.9,0.00K,0.14%
07-Feb-17,1316.4,1314.1,1314.1,1314.1,0.00K,0.24%
06-Feb-17,1313.3,1313.3,1313.3,1313.3,0.91K,0.85%
03-Feb-17,1302.2,1302.2,1302.2,1302.2,0.87K,0.12%
02-Feb-17,1300.6,1300.6,1300.6,1300.6,1.51K,0.86%
01-Feb-17,1289.5,1289,1291,1289,0.00K,-0.18%
31-Jan-17,1291.8,1291.8,1291.8,1291.8,3.21K,1.21%
30-Jan-17,1276.4,1276.4,1276.4,1276.4,50.50K,0.37%
27-Jan-17,1271.7,1271.7,1271.7,1271.7,0.02K,-0.09%
26-Jan-17,1272.9,1275.1,1275.1,1275.1,0.01K,-0.64%
25-Jan-17,1281.1,1281.1,1281.1,1281.1,0.40K,-1.00%
24-Jan-17,1294.1,1299.6,1299.6,1295.4,0.01K,-0.37%
23-Jan-17,1298.9,1298.9,1298.9,1298.9,0.02K,0.75%
20-Jan-17,1289.2,1289.2,1289.2,1289.2,0.04K,0.29%
19-Jan-17,1285.5,1284,1284,1284,0.00K,-0.79%
18-Jan-17,1295.7,1295.7,1295.7,1295.7,0.11K,-0.13%
17-Jan-17,1297.4,1297.4,1297.4,1297.4,0.08K,7.86%
16-Jan-17,1202.85,1203.25,1208.45,1200,-,-0.04%
15-Jan-17,1203.35,1197.3,1205.05,1197.3,-,-6.08%
13-Jan-17,1281.3,1281.3,1281.3,1281.3,0.02K,-0.16%
12-Jan-17,1283.3,1283.3,1283.3,1283.3,0.11K,0.26%
11-Jan-17,1280,1280,1280,1280,0.02K,0.91%
10-Jan-17,1268.5,1268.5,1268.5,1268.5,0.00K,0.07%
09-Jan-17,1267.6,1262.8,1262.8,1262.8,0.00K,0.95%
06-Jan-17,1255.7,1256,1256,1256,0.01K,-0.51%
05-Jan-17,1262.1,1262.1,1262.1,1262.1,0.01K,1.20%
04-Jan-17,1247.1,1247.1,1247.1,1247.1,0.04K,0.19%
03-Jan-17,1244.7,1232.4,1234,1232.4,0.00K,8.14%
02-Jan-17,1151.05,1151,1153.25,1150,-,-6.76%
30-Dec-16,1234.5,1239,1239,1239,0.00K,-0.54%
