Date,Price,Open,High,Low,Vol.,Change %
23-Dec-19,1531.2,1510.7,1514.9,1510.7,0.39K,0.53%
20-Dec-19,1523.1,1515.8,1515.8,1515.8,0.00K,-0.23%
19-Dec-19,1526.6,1505.4,1510.4,1503.5,0.57K,0.37%
18-Dec-19,1521,1506.4,1508.5,1501.7,1.56K,-0.16%
17-Dec-19,1523.5,1505.8,1510,1505,0.21K,0.02%
16-Dec-19,1523.2,1505.4,1509.4,1503.9,0.42K,0.01%
13-Dec-19,1523,1493,1507.9,1493,0.47K,0.62%
12-Dec-19,1513.6,1511.2,1514,1494.1,0.17K,-0.15%
11-Dec-19,1515.8,1500,1507,1497.5,0.14K,0.46%
10-Dec-19,1508.9,1490.6,1496,1489.7,0.14K,0.22%
09-Dec-19,1505.6,1493.2,1493.2,1489.4,0.30K,0.09%
06-Dec-19,1504.2,1509.6,1509.6,1497.2,0.01K,-1.15%
05-Dec-19,1521.7,1513.8,1513.8,1513.8,0.00K,0.20%
04-Dec-19,1518.7,1515.9,1515.9,1515.9,0.00K,-0.27%
03-Dec-19,1522.8,1491.1,1510.3,1491.1,0.45K,1.03%
02-Dec-19,1507.3,1494,1495.3,1485,0.17K,-0.23%
29-Nov-19,1510.7,1488,1495.4,1484.2,0.19K,3.31%
28-Nov-19,1462.25,1463.25,1464.55,1460.75,-,-2.42%
27-Nov-19,1498.5,1489.2,1490.2,1483.9,0.22K,-0.41%
26-Nov-19,1504.7,1484.3,1492,1481,0.31K,0.19%
25-Nov-19,1501.8,1490.9,1492,1485.2,0.94K,-0.41%
22-Nov-19,1508,1497.7,1502.3,1492,0.70K,0.03%
21-Nov-19,1507.6,1505.5,1505.7,1494,0.49K,-0.69%
20-Nov-19,1518.1,1505.5,1509.2,1498,0.69K,-0.07%
19-Nov-19,1519.2,1511.5,1511.5,1511.5,0.00K,0.15%
18-Nov-19,1516.9,1498.4,1502.8,1488.8,0.82K,0.22%
15-Nov-19,1513.6,1496.3,1499.9,1495.9,0.07K,-0.32%
14-Nov-19,1518.5,1495.1,1504.7,1494.8,0.84K,0.66%
13-Nov-19,1508.5,1489.9,1498.1,1489.9,0.74K,0.66%
12-Nov-19,1498.6,1487.8,1488.5,1480,0.93K,-0.25%
11-Nov-19,1502.3,1494,1494,1480.1,0.73K,-0.54%
08-Nov-19,1510.4,1500.5,1503,1488.8,0.35K,-0.09%
07-Nov-19,1511.7,1510,1510,1510,0.00K,-1.67%
06-Nov-19,1537.4,1534.7,1534.7,1534.7,0.00K,0.62%
05-Nov-19,1528,1522.8,1522.8,1522.8,0.00K,-1.72%
04-Nov-19,1554.8,1544.8,1544.8,1541,0.83K,0.03%
01-Nov-19,1554.4,1542.1,1545,1538,0.20K,-0.16%
31-Oct-19,1556.9,1527,1545,1527,0.17K,1.14%
30-Oct-19,1539.4,1520.8,1526.5,1513.2,1.90K,0.38%
29-Oct-19,1533.5,1524.2,1524.2,1515.5,0.22K,-0.34%
28-Oct-19,1538.7,1552,1552,1552,0.00K,-0.58%
25-Oct-19,1547.7,1548.8,1556.7,1548.8,0.00K,0.10%
24-Oct-19,1546.2,1524.3,1534.7,1522,0.28K,0.59%
23-Oct-19,1537.1,1522,1526.1,1522,0.03K,0.54%
22-Oct-19,1528.8,1517.3,1519,1515,0.01K,-0.03%
21-Oct-19,1529.3,1524.9,1524.9,1515,0.11K,-0.37%
18-Oct-19,1535,1526.1,1526.1,1519.5,0.16K,-0.31%
17-Oct-19,1539.8,1519.9,1527.6,1519.9,0.21K,0.29%
16-Oct-19,1535.4,1515.5,1522.2,1510,0.20K,0.68%
15-Oct-19,1525.1,1522.9,1524.5,1513,0.23K,-0.91%
14-Oct-19,1539.1,1529,1530,1524.4,0.03K,0.61%
11-Oct-19,1529.8,1533.7,1534.6,1508,1.04K,-0.72%
10-Oct-19,1540.9,1548,1548,1526,0.13K,-0.73%
09-Oct-19,1552.3,1539.7,1543,1535,0.43K,0.60%
08-Oct-19,1543.1,1524.2,1540,1522.6,0.43K,-0.04%
07-Oct-19,1543.7,1538.9,1538.9,1522.2,0.16K,-0.53%
04-Oct-19,1551.9,1541.3,1541.3,1530.2,0.07K,-0.04%
03-Oct-19,1552.5,1536.8,1551.8,1535.2,0.00K,0.23%
02-Oct-19,1549,1512.8,1536.3,1509.9,0.00K,1.23%
01-Oct-19,1530.2,1502.6,1520,1499,0.00K,1.04%
30-Sep-19,1514.5,1533,1533,1500.1,0.51K,-2.18%
27-Sep-19,1548.3,1538.3,1538.3,1525.7,0.17K,-0.26%
26-Sep-19,1552.3,1538.9,1547,1538,0.25K,0.19%
25-Sep-19,1549.3,1572,1572,1539.1,0.25K,-1.78%
24-Sep-19,1577.4,1560.1,1573,1554.9,0.51K,0.54%
23-Sep-19,1568.9,1556.6,1562.5,1556.6,0.02K,1.05%
20-Sep-19,1552.6,1537.8,1553.5,1537.8,0.10K,0.61%
19-Sep-19,1543.2,1528.8,1540.4,1528.8,0.16K,-0.62%
18-Sep-19,1552.9,1538.9,1549,1530.4,0.50K,0.13%
17-Sep-19,1550.9,1538.8,1542.3,1538.8,0.01K,0.12%
16-Sep-19,1549.1,1542.6,1546.5,1536.4,0.69K,0.77%
13-Sep-19,1537.3,1543.4,1543.4,1525.6,0.18K,-0.44%
12-Sep-19,1544.1,1530.4,1558.6,1530.4,0.41K,0.38%
11-Sep-19,1538.3,1528.8,1534.4,1528.8,0.04K,0.28%
10-Sep-19,1534,1531.9,1532.6,1524.9,0.16K,-0.74%
09-Sep-19,1545.5,1540.1,1546.6,1534.1,0.24K,-0.24%
06-Sep-19,1549.2,1551,1559.9,1539.2,0.06K,-0.62%
05-Sep-19,1558.8,1579.5,1584.1,1544.9,0.10K,-2.17%
04-Sep-19,1593.3,1582.7,1590.7,1572,0.03K,0.26%
03-Sep-19,1589.1,1562.8,1583.9,1561.2,0.24K,3.51%
02-Sep-19,1535.15,1537.95,1540.05,1528.15,-,-0.19%
01-Sep-19,1538.05,1535.25,1542.9,1535.25,-,-1.60%
30-Aug-19,1563.1,1564.1,1566.9,1555,0.45K,-0.43%
29-Aug-19,1569.9,1571.9,1578.8,1562,0.25K,-0.71%
28-Aug-19,1581.2,1572.3,1578,1571.6,0.24K,-0.21%
27-Aug-19,1584.5,1566.2,1579.3,1564.6,0.17K,0.94%
26-Aug-19,1569.8,1584.5,1584.5,1563.2,0.07K,-0.03%
23-Aug-19,1570.2,1539,1563.5,1537.3,0.26K,1.89%
22-Aug-19,1541.1,1534.3,1538.8,1530.5,0.25K,-0.46%
21-Aug-19,1548.2,1532.7,1540.6,1532.7,0.56K,0.01%
20-Aug-19,1548,1530.2,1540.7,1530.2,0.17K,0.26%
19-Aug-19,1544,1543.9,1543.9,1531,0.35K,-0.78%
16-Aug-19,1556.2,1557.4,1557.7,1541.3,0.16K,-0.48%
15-Aug-19,1563.7,1553,1561.2,1546,0.29K,0.17%
14-Aug-19,1561,1538.5,1553.1,1532.6,0.24K,0.86%
13-Aug-19,1547.7,1556.2,1571.7,1523.1,0.07K,-0.15%
12-Aug-19,1550,1536,1550.1,1526.4,0.16K,0.55%
09-Aug-19,1541.5,1542.8,1543.8,1535,0.09K,-0.03%
08-Aug-19,1542,1533,1542.1,1532.6,0.06K,-0.62%
07-Aug-19,1551.6,1510.6,1547.7,1510.6,0.11K,2.30%
06-Aug-19,1516.7,1507.2,1511.1,1498.6,0.14K,0.47%
05-Aug-19,1509.6,1487.4,1505,1487.4,0.07K,1.16%
02-Aug-19,1492.3,1476.2,1476.2,1476.2,0.08K,1.62%
01-Aug-19,1468.5,1450.8,1485.6,1443.3,0.15K,-0.33%
31-Jul-19,1473.3,1460.5,1469.6,1452.9,0.13K,-0.27%
30-Jul-19,1477.3,1469,1472.4,1469,0.02K,0.60%
29-Jul-19,1468.5,1461.7,1461.7,1461.7,1.05K,0.09%
26-Jul-19,1467.2,1460.4,1460.4,1460.4,0.56K,0.41%
25-Jul-19,1461.2,1465.1,1468,1456.1,0.81K,-0.58%
24-Jul-19,1469.7,1467.2,1467.2,1467.2,0.04K,0.14%
23-Jul-19,1467.6,1458.6,1459.6,1458.6,0.25K,-0.35%
22-Jul-19,1472.8,1466,1466,1466,0.61K,0.03%
19-Jul-19,1472.3,1483.3,1487.4,1461.5,0.02K,-0.12%
18-Jul-19,1474,1464.4,1488.5,1459.4,0.02K,0.32%
17-Jul-19,1469.3,1455,1467.3,1455,0.02K,0.87%
16-Jul-19,1456.6,1453.4,1453.4,1453.4,0.02K,-0.12%
15-Jul-19,1458.4,1452.3,1452.3,1452.3,0.99K,0.10%
12-Jul-19,1457,1450.9,1450.9,1450.9,0.05K,0.39%
11-Jul-19,1451.4,1461.4,1467.2,1461.4,0.01K,-0.36%
10-Jul-19,1456.6,1450.5,1450.5,1450.5,0.07K,0.84%
09-Jul-19,1444.4,1430.6,1430.8,1430.6,0.02K,0.07%
08-Jul-19,1443.4,1436.9,1436.9,1436.9,0.05K,0.05%
05-Jul-19,1442.7,1428,1433,1428,0.02K,1.35%
04-Jul-19,1423.55,1421.25,1426.65,1412.85,-,-2.64%
03-Jul-19,1462.1,1465.5,1465.5,1461.9,0.00K,0.91%
02-Jul-19,1448.9,1428.6,1428.6,1428.6,0.07K,1.34%
01-Jul-19,1429.7,1444,1444,1424.4,0.01K,-1.60%
28-Jun-19,1452.9,1451,1451,1445.7,0.06K,0.16%
27-Jun-19,1450.6,1444.5,1444.5,1444.5,0.06K,-0.23%
26-Jun-19,1453.9,1441.9,1445.4,1440.5,0.04K,-0.24%
25-Jun-19,1457.4,1461.3,1473.9,1448.7,0.09K,0.03%
24-Jun-19,1457,1439.1,1449.6,1439,0.01K,1.25%
21-Jun-19,1439,1444,1444,1419.6,0.02K,0.21%
20-Jun-19,1436,1419.1,1428.7,1417.4,0.41K,3.22%
19-Jun-19,1391.2,1382.1,1382.1,1382.1,0.09K,-0.26%
18-Jun-19,1394.8,1379.7,1394.5,1379.7,0.18K,0.56%
17-Jun-19,1387,1379.7,1384.2,1379.7,0.02K,-0.14%
14-Jun-19,1388.9,1389.2,1389.2,1379.8,0.04K,0.06%
13-Jun-19,1388.1,1378.3,1378.7,1378.3,0.00K,0.50%
12-Jun-19,1381.2,1373.8,1373.8,1373.8,0.01K,0.35%
11-Jun-19,1376.4,1369,1369,1369,1.01K,0.15%
10-Jun-19,1374.3,1378,1378,1367,0.01K,-1.08%
07-Jun-19,1389.3,1388.5,1388.5,1382.4,0.05K,0.25%
06-Jun-19,1385.9,1370,1370,1370,0.09K,0.60%
05-Jun-19,1377.6,1376.6,1376.6,1368.8,0.16K,0.27%
04-Jun-19,1373.9,1366.5,1366.5,1366.5,0.03K,0.07%
03-Jun-19,1372.9,1356.5,1356.5,1356.5,0.07K,1.13%
31-May-19,1357.5,1342.9,1347.8,1342.9,0.22K,1.20%
30-May-19,1341.4,1332.4,1332.4,1332.4,0.33K,1.12%
29-May-19,1326.5,1327.8,1327.8,1327.8,0.00K,0.24%
28-May-19,1323.3,1322.6,1322.6,1322.6,0.12K,2.98%
27-May-19,1284.95,1284.25,1286.85,1283.25,-,0.06%
26-May-19,1284.15,1284.2,1285.15,1283.65,-,-3.45%
24-May-19,1330.1,1329.2,1329.2,1329.2,0.00K,-0.13%
23-May-19,1331.8,1328.4,1328.4,1328.4,0.00K,0.79%
22-May-19,1321.3,1321.3,1321.3,1321.3,0.02K,0.09%
21-May-19,1320.1,1320.1,1320.1,1320.1,0.10K,-0.31%
20-May-19,1324.2,1324.2,1324.2,1324.2,0.08K,0.13%
17-May-19,1322.5,1322.5,1322.5,1322.5,0.21K,-0.80%
16-May-19,1333.1,1333.1,1333.1,1333.1,0.11K,-0.85%
15-May-19,1344.5,1344.5,1344.5,1344.5,0.06K,0.08%
14-May-19,1343.4,1343.4,1343.4,1343.4,0.20K,-0.50%
13-May-19,1350.2,1350.2,1350.2,1350.2,0.12K,0.97%
10-May-19,1337.2,1337.2,1337.2,1337.2,0.05K,0.16%
09-May-19,1335.1,1335.1,1335.1,1335.1,0.04K,0.28%
08-May-19,1331.4,1338,1338,1338,0.05K,-0.33%
07-May-19,1335.8,1335.8,1335.8,1335.8,0.12K,0.13%
06-May-19,1334,1334,1334,1334,0.01K,0.17%
03-May-19,1331.7,1331.7,1331.7,1331.7,0.02K,0.72%
02-May-19,1322.2,1323,1323,1323,0.00K,-0.90%
01-May-19,1334.2,1334.2,1334.2,1334.2,0.26K,-0.11%
30-Apr-19,1335.7,1335.7,1335.7,1335.7,0.21K,0.31%
29-Apr-19,1331.6,1331.6,1331.6,1331.6,0.14K,-0.57%
26-Apr-19,1339.2,1339.2,1339.2,1339.2,0.38K,0.68%
25-Apr-19,1330.2,1330.2,1330.2,1330.2,0.00K,0.02%
24-Apr-19,1329.9,1329.9,1329.9,1329.9,0.15K,0.46%
23-Apr-19,1323.8,1323.8,1323.8,1323.8,0.01K,-0.35%
22-Apr-19,1328.5,1328.5,1328.5,1328.5,0.00K,3.96%
19-Apr-19,1277.9,1277.9,1277.9,1277.9,-,-3.69%
18-Apr-19,1326.9,1326.9,1326.9,1326.9,0.08K,-0.05%
17-Apr-19,1327.6,1327.6,1327.6,1327.6,0.06K,-0.04%
16-Apr-19,1328.1,1329.1,1329.1,1329,0.05K,-1.07%
15-Apr-19,1342.4,1342.4,1342.4,1342.4,0.02K,-0.29%
12-Apr-19,1346.3,1346.3,1346.3,1346.3,0.23K,0.22%
11-Apr-19,1343.4,1356.6,1356.6,1356.6,0.00K,-1.50%
10-Apr-19,1363.9,1363.9,1363.9,1363.9,0.08K,0.40%
09-Apr-19,1358.4,1358.4,1358.4,1358.4,0.00K,0.48%
08-Apr-19,1351.9,1351.9,1351.9,1351.9,0.00K,0.50%
05-Apr-19,1345.2,1345.2,1345.2,1345.2,0.05K,0.13%
04-Apr-19,1343.5,1343.5,1343.5,1343.5,0.04K,-0.04%
03-Apr-19,1344,1344,1344,1344,0.05K,0.01%
02-Apr-19,1343.9,1340.8,1343.2,1340.8,0.00K,0.09%
01-Apr-19,1342.7,1342.7,1342.7,1342.7,0.03K,-0.25%
29-Mar-19,1346,1354.1,1354.1,1354.1,0.00K,0.27%
28-Mar-19,1342.4,1348,1348,1342.2,0.01K,-1.57%
27-Mar-19,1363.8,1363.8,1363.8,1363.8,0.04K,-0.40%
26-Mar-19,1369.3,1369.3,1369.3,1369.3,0.01K,-0.64%
25-Mar-19,1378.1,1378.1,1378.1,1378.1,0.10K,0.64%
22-Mar-19,1369.3,1368.2,1368.2,1368.2,0.03K,0.35%
21-Mar-19,1364.5,1364.5,1364.5,1364.5,0.12K,0.37%
20-Mar-19,1359.5,1359.5,1359.5,1359.5,0.02K,-0.38%
19-Mar-19,1364.7,1364.7,1364.7,1364.7,0.00K,0.39%
18-Mar-19,1359.4,1359.4,1359.4,1359.4,0.01K,-0.09%
15-Mar-19,1360.6,1360.6,1360.6,1360.6,0.01K,0.57%
14-Mar-19,1352.9,1352.9,1352.9,1352.9,0.23K,-1.11%
13-Mar-19,1368.1,1368.1,1368.1,1368.1,0.02K,0.85%
12-Mar-19,1356.6,1356.6,1356.6,1356.6,0.08K,0.49%
11-Mar-19,1350,1350,1350,1350,0.00K,-0.63%
08-Mar-19,1358.5,1358.5,1358.5,1358.5,0.00K,1.01%
07-Mar-19,1344.9,1344.9,1344.9,1344.9,0.04K,-0.12%
06-Mar-19,1346.5,1346.5,1346.5,1346.5,0.00K,0.22%
05-Mar-19,1343.5,1343.5,1343.5,1343.5,0.00K,-0.21%
04-Mar-19,1346.3,1346.3,1346.3,1346.3,0.02K,-0.88%
01-Mar-19,1358.3,1358.3,1358.3,1358.3,0.13K,-1.24%
28-Feb-19,1375.3,1374,1374,1374,0.01K,-0.38%
27-Feb-19,1380.5,1380.5,1380.5,1380.5,0.00K,-0.53%
26-Feb-19,1387.9,1387.9,1387.9,1387.9,0.00K,-0.08%
25-Feb-19,1389,1389,1389,1389,0.00K,-0.25%
22-Feb-19,1392.5,1392.5,1392.5,1392.5,0.02K,0.38%
21-Feb-19,1387.2,1388,1388,1388,0.03K,-1.39%
20-Feb-19,1406.7,1406.7,1406.7,1406.7,0.15K,0.20%
19-Feb-19,1403.9,1403.9,1403.9,1403.9,0.04K,5.59%
18-Feb-19,1329.55,1324.35,1330.75,1324.05,-,0.40%
17-Feb-19,1324.25,1324.65,1324.95,1323.85,-,-4.12%
15-Feb-19,1381.2,1381.2,1381.2,1381.2,0.03K,0.58%
14-Feb-19,1373.2,1373.2,1373.2,1373.2,0.07K,-0.10%
13-Feb-19,1374.6,1374.6,1374.6,1374.6,0.05K,0.10%
12-Feb-19,1373.2,1373.2,1373.2,1373.2,0.00K,0.15%
11-Feb-19,1371.2,1371.2,1371.2,1371.2,0.03K,-0.48%
08-Feb-19,1377.8,1377.8,1377.8,1377.8,0.05K,0.31%
07-Feb-19,1373.6,1373.6,1373.6,1373.6,0.00K,-0.01%
06-Feb-19,1373.8,1373.8,1373.8,1373.8,0.00K,-0.35%
05-Feb-19,1378.6,1378.6,1378.6,1378.6,0.04K,0.02%
04-Feb-19,1378.3,1378.3,1378.3,1378.3,0.00K,-0.20%
01-Feb-19,1381.1,1382.6,1382.6,1382.6,0.01K,-0.21%
31-Jan-19,1384,1384,1384,1384,0.08K,0.59%
30-Jan-19,1375.9,1377.6,1377.6,1377.6,0.06K,0.02%
29-Jan-19,1375.6,1375.6,1375.6,1375.6,0.20K,0.42%
28-Jan-19,1369.8,1369.8,1369.8,1369.8,0.00K,0.43%
25-Jan-19,1364,1360,1360,1360,0.01K,1.42%
24-Jan-19,1344.9,1344.9,1344.9,1344.9,0.05K,-0.33%
23-Jan-19,1349.3,1349.3,1349.3,1349.3,0.02K,0.07%
22-Jan-19,1348.4,1348.4,1348.4,1348.4,0.15K,5.42%
21-Jan-19,1279.05,1281.95,1282.95,1276.15,-,-0.23%
20-Jan-19,1282.05,1281.3,1282.7,1280.5,-,-4.90%
18-Jan-19,1348.1,1348.1,1348.1,1348.1,0.00K,-0.72%
17-Jan-19,1357.9,1357.9,1357.9,1357.9,0.03K,-0.10%
16-Jan-19,1359.3,1359.3,1359.3,1359.3,0.00K,0.41%
15-Jan-19,1353.7,1353.7,1353.7,1353.7,0.01K,-0.26%
14-Jan-19,1357.2,1357.2,1357.2,1357.2,0.40K,0.13%
11-Jan-19,1355.4,1355.4,1355.4,1355.4,0.05K,0.18%
10-Jan-19,1353,1353,1353,1353,0.55K,-0.32%
09-Jan-19,1357.3,1357.3,1357.3,1357.3,0.10K,0.46%
08-Jan-19,1351.1,1351.1,1351.1,1351.1,0.00K,-0.30%
07-Jan-19,1355.2,1355.2,1355.2,1355.2,0.01K,0.31%
04-Jan-19,1351,1351.8,1351.8,1351.8,0.00K,-0.65%
03-Jan-19,1359.8,1359.8,1359.8,1359.8,0.01K,0.76%
02-Jan-19,1349.5,1349.5,1349.5,1349.5,0.10K,5.15%
01-Jan-19,1283.35,1284.7,1284.75,1282.85,-,-4.73%
31-Dec-18,1347.1,1347.1,1347.1,1347.1,0.05K,-0.09%
28-Dec-18,1348.3,1348.3,1348.3,1348.3,0.08K,0.13%
27-Dec-18,1346.5,1346.5,1346.5,1346.5,0.03K,0.61%
26-Dec-18,1338.3,1343,1343,1343,0.00K,5.32%
25-Dec-18,1270.75,1272.5,1274.55,1270.65,-,-4.96%
24-Dec-18,1337,1337,1337,1337,0.03K,1.05%
21-Dec-18,1323.1,1323.1,1323.1,1323.1,0.06K,-0.75%
20-Dec-18,1333.1,1333.1,1333.1,1333.1,0.01K,0.89%
19-Dec-18,1321.3,1321.3,1321.3,1321.3,0.27K,0.21%
18-Dec-18,1318.5,1318.5,1318.5,1318.5,0.03K,0.08%
17-Dec-18,1317.4,1317.4,1317.4,1317.4,0.01K,0.80%
14-Dec-18,1307,1307,1307,1307,0.03K,-0.47%
13-Dec-18,1313.2,1313.2,1313.2,1313.2,0.19K,-0.20%
12-Dec-18,1315.8,1315.8,1315.8,1315.8,0.07K,0.22%
11-Dec-18,1312.9,1312.9,1312.9,1312.9,0.00K,-0.14%
10-Dec-18,1314.8,1314.8,1314.8,1314.8,0.09K,-0.36%
07-Dec-18,1319.5,1319.5,1319.5,1319.5,0.00K,0.71%
06-Dec-18,1310.2,1313.9,1313.9,1309.5,0.00K,0.05%
05-Dec-18,1309.6,1309.6,1309.6,1309.6,0.00K,-0.30%
04-Dec-18,1313.6,1313.6,1313.6,1313.6,0.02K,0.55%
03-Dec-18,1306.4,1306.4,1306.4,1306.4,0.05K,1.06%
30-Nov-18,1292.7,1289.7,1289.7,1289.7,0.00K,-0.33%
29-Nov-18,1297,1297,1297,1297,0.00K,0.05%
28-Nov-18,1296.4,1296.4,1296.4,1296.4,0.00K,0.77%
27-Nov-18,1286.5,1286.5,1286.5,1286.5,0.01K,-0.72%
26-Nov-18,1295.8,1295.8,1295.8,1295.8,0.00K,-0.02%
23-Nov-18,1296.1,1296.1,1296.1,1296.1,0.06K,5.55%
22-Nov-18,1228,1226.4,1229.7,1225.5,-,-5.60%
21-Nov-18,1300.8,1300.8,1300.8,1300.8,0.34K,0.57%
20-Nov-18,1293.4,1293.4,1293.4,1293.4,0.01K,-0.32%
19-Nov-18,1297.5,1297.5,1297.5,1297.5,0.10K,0.20%
16-Nov-18,1294.9,1294.9,1294.9,1294.9,0.00K,0.57%
15-Nov-18,1287.6,1287.6,1287.6,1287.6,0.01K,0.34%
14-Nov-18,1283.2,1283.2,1283.2,1283.2,0.33K,0.67%
13-Nov-18,1274.7,1274.7,1274.7,1274.7,0.01K,-0.16%
12-Nov-18,1276.8,1276.8,1276.8,1276.8,0.03K,-0.42%
09-Nov-18,1282.2,1282.2,1282.2,1282.2,0.08K,-1.32%
08-Nov-18,1299.3,1299.3,1299.3,1299.3,0.00K,-0.27%
07-Nov-18,1302.8,1302.8,1302.8,1302.8,0.00K,0.18%
06-Nov-18,1300.4,1300.4,1300.4,1300.4,0.01K,-0.46%
05-Nov-18,1306.4,1306.4,1306.4,1306.4,0.05K,-0.07%
02-Nov-18,1307.3,1307.3,1307.3,1307.3,0.00K,-0.37%
01-Nov-18,1312.2,1312.2,1312.2,1312.2,0.01K,1.86%
31-Oct-18,1288.2,1291.1,1291.1,1291.1,0.00K,-0.82%
30-Oct-18,1298.9,1296.7,1296.7,1296.7,0.00K,-0.17%
29-Oct-18,1301.1,1301.1,1301.1,1301.1,0.00K,-0.66%
26-Oct-18,1309.7,1309.7,1309.7,1309.7,0.05K,0.23%
25-Oct-18,1306.7,1306.7,1306.7,1306.7,0.00K,0.09%
24-Oct-18,1305.5,1305.5,1305.5,1305.5,0.01K,-0.50%
23-Oct-18,1312,1312,1312,1312,0.03K,0.94%
