Price
1307.3
1289.5
1698.1
1612.9
1282
1355.4
1736
1318.5
1653.5
1792.6
1285.7
1655.5
1286
1404
1337.4
1869.6
1539.6
1243.2
1925.2
1331.7
1363.6
1283.3
1385.3
1363.8
1178.7
1300.8
1295.7
1149.4
1272
1666.5
1388.5
1840
1723.8
1769
1637.4
1710.9
1606.2
1949.8
1267.6
1800.1
1373.6
1740
1503
1185.8
1690.8
1484.2
1683.3
1420.6
1357.4
1228.2
1367.9
1206.3
1319.5
1338.3
1427.9
1369.3
1381.9
1306.9
1372.3
1299.7
1328.4
1451.3
1246.7
1428.1
1318.8
1607.5
1823.5
1333.5
1762.1
1373.1
1837.4
1366.5
1290.5
1226.9
1321.3
1314.5
1250.9
1361.7
1394.35
1418
1205.1
1807
1331.6
1587.5
1594.4
1335.9
1336.8
1737.9
1309.4
1868
1344.5
1271
1232.6
1725.9
1488
1635.1
1601.3
1572.4
1326.8
1450.9
1634.2
1255.5
1882.8
1407.9
1725.4
1348.4
1293.9
1352.6
1242.2
1536.3
1508.6
1294.9
1326.9
1401
1727
1187.6
1290.3
1317.2
1273.7
1347.5
1726.3
1538.6
1281.4
1411.5
1406.4
1671.4
1500.1
1384
1359.9
1384.6
1405.3
1422.6
1493.4
1329.9
1392
1329.2
1274
1249.5
1404.1
1300
1340.7
1364.1
1151.05
1541.2
1416
1299.5
1467.4
1609.7
1439.6
1234.9
1236.1
1279.7
1472.1
1308.8
1394.8
1293.5
1591.1
1280.3
1341.6
1276.8
1757.1
1590.6
1689.7
1282.5
1381.2
1344.9
1632.8
1570.1
1447.3
1595.2
1383
1364.1
1701.9
1279.6
1381.1
1198.4
1527.8
1740.3
1374.9
1541.1
1195.8
1711
1216.1
1373.6
1512.3
1335.7
1070.8
1400.2
1451.8
1411.7
1347.3
1281.1
1536.1
1302.3
1681.8
1259.7
1280
1604.7
1693.7
1301.4
1380.7
1335.2
1907.3
1587
1523.2
1298
1582.75
1337.1
1507.5
1205.5
1277.1
1423.6
1540.1
1401.3
1339.1
1314.2
1449
1424.2
1461.6
1360.7
1714.1
1421
1214.1
1451.3
1816.1
1319
1300.6
1740.5
1395.4
1363.9
1415.9
1528.6
1258.8
1324.8
1315
1368.1
1271.2
1333.8
1378.6
1504.8
1323.1
1326.8
1597.6
1406.8
1346.5
1642.5
1310.2
1329.55
1541.3
1659.9
1370.2
1324.6
1620.5
1328.5
1201.9
1575.2
1690.4
1616.3
1274.1
1436.8
1757.6
1648.2
1357.3
1376.8
1659.8
1437.2
1699.8
1615
1176.8
1207.9
1243.7
1489.9
1781.7
1854.4
1299.8
1743.3
1496
1449
1284.3
1561.9
1372.2
1787
1350.2
1599.7
1351.7
1347.4
1685.5
1369.4
1300.6
1351.9
1321.4
1520.95
1205.1
1391.3
1515
1299.4
1450.2
1514.9
1460.3
1271.7
1614.8
1390.1
1674.8
1329.8
1358.1
1439.7
1484.8
1730.3
1660.6
1423.55
1225.3
1707.7
1606.2
1273
1312.9
1293.6
1366.4
1431.4
1143.6
1218.2
1305.8
1108.1
1687.9
1488.1
1314.8
1358.8
1359.5
1911.7
1595
1669.1
1648.8
1964.3
1262.5
1463.1
1574.6
1578.4
1418
1369.6
1667.3
1138.4
1252.1
1314.4
1299.8
