Date,Day,Price
10-10-16,Mon,1313.9
11-10-16,Tue,1309.5
12-10-16,Wed,1307.7
13-10-16,Thu,1312.3
14-10-16,Fri,1310.4
17-10-16,Mon,1311.8
18-10-16,Tue,1318.6
19-10-16,Wed,1325.2
20-10-16,Thu,1323.5
21-10-16,Fri,1323
24-10-16,Mon,1317.2
25-10-16,Tue,1331.6
26-10-16,Wed,1324.6
27-10-16,Thu,1330
28-10-16,Fri,1337.1
31-10-16,Mon,1333.7
01-11-16,Tue,1348
02-11-16,Wed,1368
03-11-16,Thu,1363.8
04-11-16,Fri,1365.7
07-11-16,Mon,1340.4
08-11-16,Tue,1336.2
09-11-16,Wed,1335.7
10-11-16,Thu,1326.6
11-11-16,Fri,1282.7
14-11-16,Mon,1286.9
15-11-16,Tue,1290.9
16-11-16,Wed,1290.3
17-11-16,Thu,1283.8
18-11-16,Fri,1276.4
21-11-16,Mon,1276.8
22-11-16,Tue,1278
23-11-16,Wed,1256.9
24-11-16,Thu,1185.55
25-11-16,Fri,1245.5
28-11-16,Mon,1258.6
29-11-16,Tue,1255.5
30-11-16,Wed,1238.4
01-12-16,Thu,1233.7
02-12-16,Fri,1242.4
05-12-16,Mon,1241.7
06-12-16,Tue,1235
07-12-16,Wed,1250.6
08-12-16,Thu,1246.4
09-12-16,Fri,1236
12-12-16,Mon,1240.3
13-12-16,Tue,1233.6
14-12-16,Wed,1238.3
15-12-16,Thu,1213.1
16-12-16,Fri,1220.9
19-12-16,Mon,1225.9
20-12-16,Tue,1217
21-12-16,Wed,1216.5
22-12-16,Thu,1213.8
23-12-16,Fri,1216.8
26-12-16,Mon,1134.55
27-12-16,Tue,1221.9
28-12-16,Wed,1224
29-12-16,Thu,1241.2
30-12-16,Fri,1234.5
02-01-17,Mon,1151.05
03-01-17,Tue,1244.7
04-01-17,Wed,1247.1
05-01-17,Thu,1262.1
06-01-17,Fri,1255.7
09-01-17,Mon,1267.6
10-01-17,Tue,1268.5
11-01-17,Wed,1280
12-01-17,Thu,1283.3
13-01-17,Fri,1281.3
16-01-17,Mon,1202.85
17-01-17,Tue,1297.4
18-01-17,Wed,1295.7
19-01-17,Thu,1285.5
20-01-17,Fri,1289.2
23-01-17,Mon,1298.9
24-01-17,Tue,1294.1
25-01-17,Wed,1281.1
26-01-17,Thu,1272.9
27-01-17,Fri,1271.7
30-01-17,Mon,1276.4
31-01-17,Tue,1291.8
01-02-17,Wed,1289.5
02-02-17,Thu,1300.6
03-02-17,Fri,1302.2
06-02-17,Mon,1313.3
07-02-17,Tue,1316.4
08-02-17,Wed,1318.3
09-02-17,Thu,1315.4
10-02-17,Fri,1314.5
13-02-17,Mon,1304.9
14-02-17,Tue,1304.9
15-02-17,Wed,1314.2
16-02-17,Thu,1322.7
17-02-17,Fri,1319.4
20-02-17,Mon,1238.2
21-02-17,Tue,1319.2
22-02-17,Wed,1313.3
23-02-17,Thu,1331.7
24-02-17,Fri,1338.4
27-02-17,Mon,1339.1
28-02-17,Tue,1334.3
01-03-17,Wed,1331.1
02-03-17,Thu,1313.9
03-03-17,Fri,1308.8
06-03-17,Mon,1307.3
07-03-17,Tue,1297.7
08-03-17,Wed,1291.9
09-03-17,Thu,1285.7
10-03-17,Fri,1284
13-03-17,Mon,1286.6
14-03-17,Tue,1286.3
15-03-17,Wed,1284.3
16-03-17,Thu,1310.7
17-03-17,Fri,1313.6
20-03-17,Mon,1317.2
21-03-17,Tue,1329
22-03-17,Wed,1331.5
23-03-17,Thu,1328.5
24-03-17,Fri,1330.4
27-03-17,Mon,1337.4
28-03-17,Tue,1337.5
29-03-17,Wed,1335.5
30-03-17,Thu,1326.7
31-03-17,Fri,1329.8
03-04-17,Mon,1332.7
04-04-17,Tue,1336.8
05-04-17,Wed,1327.5
06-04-17,Thu,1332.4
07-04-17,Fri,1336.8
10-04-17,Mon,1333.3
11-04-17,Tue,1353.4
12-04-17,Wed,1357.3
13-04-17,Thu,1366.7
14-04-17,Fri,1289.65
17-04-17,Mon,1369.8
18-04-17,Tue,1370.9
19-04-17,Wed,1360.5
20-04-17,Thu,1361.7
21-04-17,Fri,1367
24-04-17,Mon,1355.8
25-04-17,Tue,1346
26-04-17,Wed,1343
27-04-17,Thu,1344.7
28-04-17,Fri,1347.1
01-05-17,Mon,1334.6
02-05-17,Tue,1336.1
03-05-17,Wed,1327.6
04-05-17,Thu,1307.4
05-05-17,Fri,1305.8
08-05-17,Mon,1306.1
09-05-17,Tue,1295.1
10-05-17,Wed,1297.6
11-05-17,Thu,1302.9
12-05-17,Fri,1305.7
15-05-17,Mon,1308
16-05-17,Tue,1314.4
17-05-17,Wed,1336.2
18-05-17,Thu,1329.2
19-05-17,Fri,1329.9
22-05-17,Mon,1338
23-05-17,Tue,1332.1
24-05-17,Wed,1329.7
25-05-17,Thu,1333.3
26-05-17,Fri,1344.8
29-05-17,Mon,1266.69
30-05-17,Tue,1339.1
31-05-17,Wed,1348.5
01-06-17,Thu,1343.2
02-06-17,Fri,1353.1
05-06-17,Mon,1355.6
06-06-17,Tue,1370
07-06-17,Wed,1365.6
08-06-17,Thu,1351.9
09-06-17,Fri,1343.9
12-06-17,Mon,1341.5
13-06-17,Tue,1341.2
14-06-17,Wed,1348.2
15-06-17,Thu,1326.8
16-06-17,Fri,1328.5
19-06-17,Mon,1318.8
20-06-17,Tue,1315.2
21-06-17,Wed,1317.1
22-06-17,Thu,1320.4
23-06-17,Fri,1327.7
26-06-17,Mon,1317.7
27-06-17,Tue,1318.4
28-06-17,Wed,1320.8
29-06-17,Thu,1317.7
30-06-17,Fri,1314
03-07-17,Mon,1290.9
04-07-17,Tue,1227.55
05-07-17,Wed,1293.9
06-07-17,Thu,1296.7
07-07-17,Fri,1282.4
10-07-17,Mon,1286
11-07-17,Tue,1287.7
12-07-17,Wed,1291.2
13-07-17,Thu,1288.5
14-07-17,Fri,1298.8
17-07-17,Mon,1305.4
18-07-17,Tue,1313.5
19-07-17,Wed,1313.7
20-07-17,Thu,1317.1
21-07-17,Fri,1325.9
24-07-17,Mon,1325.4
25-07-17,Tue,1323.2
26-07-17,Wed,1322.4
27-07-17,Thu,1333.7
28-07-17,Fri,1342.6
31-07-17,Mon,1340.7
01-08-17,Tue,1346.3
02-08-17,Wed,1345.5
03-08-17,Thu,1341.6
04-08-17,Fri,1331.7
07-08-17,Mon,1332
08-08-17,Tue,1330.4
09-08-17,Wed,1347
10-08-17,Thu,1357.8
11-08-17,Fri,1361.4
14-08-17,Mon,1358.1
15-08-17,Tue,1347.5
16-08-17,Wed,1350.8
17-08-17,Thu,1359.9
18-08-17,Fri,1358.8
21-08-17,Mon,1364.1
22-08-17,Tue,1358.6
23-08-17,Wed,1361.7
24-08-17,Thu,1358.9
25-08-17,Fri,1364.8
28-08-17,Mon,1382.6
29-08-17,Tue,1385.7
30-08-17,Wed,1380.9
31-08-17,Thu,1388.5
01-09-17,Fri,1397.1
04-09-17,Mon,1338.08
05-09-17,Tue,1411.2
06-09-17,Wed,1405.9
07-09-17,Thu,1418
08-09-17,Fri,1419.3
11-09-17,Mon,1404.1
12-09-17,Tue,1401.8
13-09-17,Wed,1396.7
14-09-17,Thu,1399.2
15-09-17,Fri,1395.1
18-09-17,Mon,1380.3
19-09-17,Tue,1382.6
20-09-17,Wed,1388.3
21-09-17,Thu,1366.7
22-09-17,Fri,1369.4
25-09-17,Mon,1383.5
26-09-17,Tue,1374.1
27-09-17,Wed,1360.7
28-09-17,Thu,1361.3
29-09-17,Fri,1357.6
02-10-17,Mon,1350.1
03-10-17,Tue,1348.8
04-10-17,Wed,1351
05-10-17,Thu,1348.3
06-10-17,Fri,1350
09-10-17,Mon,1360.4
10-10-17,Tue,1369.4
11-10-17,Wed,1364.5
12-10-17,Thu,1372.3
13-10-17,Fri,1380.4
16-10-17,Mon,1379.7
17-10-17,Tue,1362.5
18-10-17,Wed,1359.3
19-10-17,Thu,1365.9
20-10-17,Fri,1356.2
23-10-17,Mon,1356.9
24-10-17,Tue,1354.2
25-10-17,Wed,1355.5
26-10-17,Thu,1346.5
27-10-17,Fri,1349.1
30-10-17,Mon,1354.9
31-10-17,Tue,1347.7
01-11-17,Wed,1354.6
02-11-17,Thu,1355.4
03-11-17,Fri,1346.9
06-11-17,Mon,1359.7
07-11-17,Tue,1353.9
08-11-17,Wed,1362.3
09-11-17,Thu,1366.8
10-11-17,Fri,1354.5
13-11-17,Mon,1360.4
14-11-17,Tue,1364.2
15-11-17,Wed,1358.7
16-11-17,Thu,1359.4
17-11-17,Fri,1378
20-11-17,Mon,1357.6
21-11-17,Tue,1364.8
22-11-17,Wed,1376.4
23-11-17,Thu,1291.66
24-11-17,Fri,1371.6
27-11-17,Mon,1378.7
28-11-17,Tue,1379
29-11-17,Wed,1366.4
30-11-17,Thu,1357.3
01-12-17,Fri,1362.8
04-12-17,Mon,1358
05-12-17,Tue,1345.1
06-12-17,Wed,1346.2
07-12-17,Thu,1333
08-12-17,Fri,1328.1
11-12-17,Mon,1326.8
12-12-17,Tue,1321.9
13-12-17,Wed,1328.7
14-12-17,Thu,1337.2
15-12-17,Fri,1337.4
18-12-17,Mon,1345.6
19-12-17,Tue,1344.8
20-12-17,Wed,1350.4
21-12-17,Thu,1351.3
22-12-17,Fri,1359.8
25-12-17,Mon,1277.9
26-12-17,Tue,1368.5
27-12-17,Wed,1372.3
28-12-17,Thu,1379.4
29-12-17,Fri,1391.9
01-01-18,Mon,1308.7
02-01-18,Tue,1400.1
03-01-18,Wed,1404
04-01-18,Thu,1407.3
05-01-18,Fri,1408.3
08-01-18,Mon,1407.4
09-01-18,Tue,1401.3
10-01-18,Wed,1408.3
11-01-18,Thu,1411.4
12-01-18,Fri,1425.7
15-01-18,Mon,1341.8
16-01-18,Tue,1428.1
17-01-18,Wed,1431
18-01-18,Thu,1419
19-01-18,Fri,1425.9
22-01-18,Mon,1429.6
23-01-18,Tue,1434.2
24-01-18,Wed,1456.3
25-01-18,Thu,1463.1
26-01-18,Fri,1453.7
29-01-18,Mon,1441.3
30-01-18,Tue,1436.2
31-01-18,Wed,1439.4
01-02-18,Thu,1445.1
02-02-18,Fri,1434.6
05-02-18,Mon,1432.9
06-02-18,Tue,1425.4
07-02-18,Wed,1410.7
08-02-18,Thu,1414.8
09-02-18,Fri,1410.1
12-02-18,Mon,1420.9
13-02-18,Tue,1424.8
14-02-18,Wed,1452.9
15-02-18,Thu,1451.5
16-02-18,Fri,1452.8
19-02-18,Mon,1347.8
20-02-18,Tue,1428.4
21-02-18,Wed,1430.6
22-02-18,Thu,1431.4
23-02-18,Fri,1429
26-02-18,Mon,1433.1
27-02-18,Tue,1419.6
28-02-18,Wed,1419.2
01-03-18,Thu,1406
02-03-18,Fri,1424.2
05-03-18,Mon,1420.5
06-03-18,Tue,1435.9
07-03-18,Wed,1427.9
08-03-18,Thu,1423.7
09-03-18,Fri,1428
12-03-18,Mon,1424.8
13-03-18,Tue,1431.4
14-03-18,Wed,1429.7
15-03-18,Thu,1421.7
16-03-18,Fri,1416.3
19-03-18,Mon,1421.7
20-03-18,Tue,1416.2
21-03-18,Wed,1426.6
22-03-18,Thu,1432.2
23-03-18,Fri,1455
26-03-18,Mon,1461
27-03-18,Tue,1447.8
28-03-18,Wed,1428.9
29-03-18,Thu,1426
30-03-18,Fri,1435.9
02-04-18,Mon,1445.8
03-04-18,Tue,1436.5
04-04-18,Wed,1439.7
05-04-18,Thu,1428.1
06-04-18,Fri,1435.9
09-04-18,Mon,1439.6
10-04-18,Tue,1445.5
11-04-18,Wed,1460
12-04-18,Thu,1441.4
13-04-18,Fri,1447.9
16-04-18,Mon,1450.6
17-04-18,Tue,1449.3
18-04-18,Wed,1453.5
19-04-18,Thu,1448.8
20-04-18,Fri,1438.2
23-04-18,Mon,1424
24-04-18,Tue,1433.1
25-04-18,Wed,1422.9
26-04-18,Thu,1418
27-04-18,Fri,1423.6
30-04-18,Mon,1419.1
01-05-18,Tue,1406.4
02-05-18,Wed,1405.3
03-05-18,Thu,1412.4
04-05-18,Fri,1414.7
07-05-18,Mon,1414.2
08-05-18,Tue,1413.8
09-05-18,Wed,1413
10-05-18,Thu,1422.1
11-05-18,Fri,1420.4
14-05-18,Mon,1417.9
15-05-18,Tue,1389.8
16-05-18,Wed,1392.1
17-05-18,Thu,1390
18-05-18,Fri,1391.3
21-05-18,Mon,1391.1
22-05-18,Tue,1392.1
23-05-18,Wed,1389.2
24-05-18,Thu,1404.2
25-05-18,Fri,1403.2
28-05-18,Mon,1297.6
29-05-18,Tue,1393.7
30-05-18,Wed,1396.7
31-05-18,Thu,1395
01-06-18,Fri,1390.1
04-06-18,Mon,1389.5
05-06-18,Tue,1394.5
06-06-18,Wed,1393.9
07-06-18,Thu,1394.8
08-06-18,Fri,1394.8
11-06-18,Mon,1395.9
12-06-18,Tue,1392.2
13-06-18,Wed,1393.9
14-06-18,Thu,1401
15-06-18,Fri,1369.7
18-06-18,Mon,1371.5
19-06-18,Tue,1369.6
20-06-18,Wed,1365.7
21-06-18,Thu,1361.4
22-06-18,Fri,1361.7
25-06-18,Mon,1359.6
26-06-18,Tue,1350
27-06-18,Wed,1345.5
28-06-18,Thu,1340
29-06-18,Fri,1343.7
02-07-18,Mon,1329.7
03-07-18,Tue,1342.2
04-07-18,Wed,1258.1
05-07-18,Thu,1347.4
06-07-18,Fri,1344.6
09-07-18,Mon,1348.8
10-07-18,Tue,1344.9
11-07-18,Wed,1333.1
12-07-18,Thu,1335.2
13-07-18,Fri,1329
16-07-18,Mon,1327.5
17-07-18,Tue,1314.6
18-07-18,Wed,1315
19-07-18,Thu,1310.4
20-07-18,Fri,1316.8
23-07-18,Mon,1310.7
24-07-18,Tue,1310.8
25-07-18,Wed,1316.7
26-07-18,Thu,1311.5
27-07-18,Fri,1309
30-07-18,Mon,1307.7
31-07-18,Tue,1309.8
01-08-18,Wed,1304
02-08-18,Thu,1296.2
03-08-18,Fri,1299.4
06-08-18,Mon,1293.6
07-08-18,Tue,1294.2
08-08-18,Wed,1296.8
09-08-18,Thu,1295.8
10-08-18,Fri,1294.6
13-08-18,Mon,1274.1
14-08-18,Tue,1275.9
15-08-18,Wed,1259.7
16-08-18,Thu,1258
17-08-18,Fri,1258.1
20-08-18,Mon,1267.5
21-08-18,Tue,1272.8
22-08-18,Wed,1275.8
23-08-18,Thu,1265.2
24-08-18,Fri,1285
27-08-18,Mon,1288
28-08-18,Tue,1286.4
29-08-18,Wed,1283.3
30-08-18,Thu,1276.1
31-08-18,Fri,1277.7
03-09-18,Mon,1206.3
04-09-18,Tue,1270.2
05-09-18,Wed,1272.6
06-09-18,Thu,1275.7
07-09-18,Fri,1272.1
10-09-18,Mon,1271.6
11-09-18,Tue,1274.4
12-09-18,Wed,1283.9
13-09-18,Thu,1281
14-09-18,Fri,1273.8
17-09-18,Mon,1278.4
18-09-18,Tue,1275.7
19-09-18,Wed,1281.5
20-09-18,Thu,1284.4
21-09-18,Fri,1274.3
24-09-18,Mon,1277.4
25-09-18,Tue,1278.2
26-09-18,Wed,1271.8
27-09-18,Thu,1259.8
28-09-18,Fri,1268.7
01-10-18,Mon,1264.4
02-10-18,Tue,1280.7
03-10-18,Wed,1276.7
04-10-18,Thu,1275.5
05-10-18,Fri,1280.2
08-10-18,Mon,1262.9
09-10-18,Tue,1265.8
10-10-18,Wed,1267.7
11-10-18,Thu,1302.3
12-10-18,Fri,1296.3
15-10-18,Mon,1305.4
16-10-18,Tue,1305.8
17-10-18,Wed,1301.9
18-10-18,Thu,1305.1
19-10-18,Fri,1303.8
22-10-18,Mon,1299.8
23-10-18,Tue,1312
24-10-18,Wed,1305.5
25-10-18,Thu,1306.7
26-10-18,Fri,1309.7
29-10-18,Mon,1301.1
30-10-18,Tue,1298.9
31-10-18,Wed,1288.2
01-11-18,Thu,1312.2
02-11-18,Fri,1307.3
05-11-18,Mon,1306.4
06-11-18,Tue,1300.4
07-11-18,Wed,1302.8
08-11-18,Thu,1299.3
09-11-18,Fri,1282.2
12-11-18,Mon,1276.8
13-11-18,Tue,1274.7
14-11-18,Wed,1283.2
15-11-18,Thu,1287.6
16-11-18,Fri,1294.9
19-11-18,Mon,1297.5
20-11-18,Tue,1293.4
21-11-18,Wed,1300.8
22-11-18,Thu,1228
23-11-18,Fri,1296.1
26-11-18,Mon,1295.8
27-11-18,Tue,1286.5
28-11-18,Wed,1296.4
29-11-18,Thu,1297
30-11-18,Fri,1292.7
03-12-18,Mon,1306.4
04-12-18,Tue,1313.6
05-12-18,Wed,1309.6
06-12-18,Thu,1310.2
07-12-18,Fri,1319.5
10-12-18,Mon,1314.8
11-12-18,Tue,1312.9
12-12-18,Wed,1315.8
13-12-18,Thu,1313.2
14-12-18,Fri,1307
17-12-18,Mon,1317.4
18-12-18,Tue,1318.5
19-12-18,Wed,1321.3
20-12-18,Thu,1333.1
21-12-18,Fri,1323.1
24-12-18,Mon,1337
25-12-18,Tue,1270.75
26-12-18,Wed,1338.3
27-12-18,Thu,1346.5
28-12-18,Fri,1348.3
31-12-18,Mon,1347.1
01-01-19,Tue,1283.35
02-01-19,Wed,1349.5
03-01-19,Thu,1359.8
04-01-19,Fri,1351
07-01-19,Mon,1355.2
08-01-19,Tue,1351.1
09-01-19,Wed,1357.3
10-01-19,Thu,1353
11-01-19,Fri,1355.4
14-01-19,Mon,1357.2
15-01-19,Tue,1353.7
16-01-19,Wed,1359.3
17-01-19,Thu,1357.9
18-01-19,Fri,1348.1
21-01-19,Mon,1279.05
22-01-19,Tue,1348.4
23-01-19,Wed,1349.3
24-01-19,Thu,1344.9
25-01-19,Fri,1364
28-01-19,Mon,1369.8
29-01-19,Tue,1375.6
30-01-19,Wed,1375.9
31-01-19,Thu,1384
01-02-19,Fri,1381.1
04-02-19,Mon,1378.3
05-02-19,Tue,1378.6
06-02-19,Wed,1373.8
07-02-19,Thu,1373.6
08-02-19,Fri,1377.8
11-02-19,Mon,1371.2
12-02-19,Tue,1373.2
13-02-19,Wed,1374.6
14-02-19,Thu,1373.2
15-02-19,Fri,1381.2
18-02-19,Mon,1329.55
19-02-19,Tue,1403.9
20-02-19,Wed,1406.7
21-02-19,Thu,1387.2
22-02-19,Fri,1392.5
25-02-19,Mon,1389
26-02-19,Tue,1387.9
27-02-19,Wed,1380.5
28-02-19,Thu,1375.3
01-03-19,Fri,1358.3
04-03-19,Mon,1346.3
05-03-19,Tue,1343.5
06-03-19,Wed,1346.5
07-03-19,Thu,1344.9
08-03-19,Fri,1358.5
11-03-19,Mon,1350
12-03-19,Tue,1356.6
13-03-19,Wed,1368.1
14-03-19,Thu,1352.9
15-03-19,Fri,1360.6
18-03-19,Mon,1359.4
19-03-19,Tue,1364.7
20-03-19,Wed,1359.5
21-03-19,Thu,1364.5
22-03-19,Fri,1369.3
25-03-19,Mon,1378.1
26-03-19,Tue,1369.3
27-03-19,Wed,1363.8
28-03-19,Thu,1342.4
29-03-19,Fri,1346
01-04-19,Mon,1342.7
02-04-19,Tue,1343.9
03-04-19,Wed,1344
04-04-19,Thu,1343.5
05-04-19,Fri,1345.2
08-04-19,Mon,1351.9
09-04-19,Tue,1358.4
10-04-19,Wed,1363.9
11-04-19,Thu,1343.4
12-04-19,Fri,1346.3
15-04-19,Mon,1342.4
16-04-19,Tue,1328.1
17-04-19,Wed,1327.6
18-04-19,Thu,1326.9
19-04-19,Fri,1277.9
22-04-19,Mon,1328.5
23-04-19,Tue,1323.8
24-04-19,Wed,1329.9
25-04-19,Thu,1330.2
26-04-19,Fri,1339.2
29-04-19,Mon,1331.6
30-04-19,Tue,1335.7
01-05-19,Wed,1334.2
02-05-19,Thu,1322.2
03-05-19,Fri,1331.7
06-05-19,Mon,1334
07-05-19,Tue,1335.8
08-05-19,Wed,1331.4
09-05-19,Thu,1335.1
10-05-19,Fri,1337.2
13-05-19,Mon,1350.2
14-05-19,Tue,1343.4
15-05-19,Wed,1344.5
16-05-19,Thu,1333.1
17-05-19,Fri,1322.5
20-05-19,Mon,1324.2
21-05-19,Tue,1320.1
22-05-19,Wed,1321.3
23-05-19,Thu,1331.8
24-05-19,Fri,1330.1
27-05-19,Mon,1284.95
28-05-19,Tue,1323.3
29-05-19,Wed,1326.5
30-05-19,Thu,1332.9
31-05-19,Fri,1349.6
03-06-19,Mon,1365.3
04-06-19,Tue,1366.5
05-06-19,Wed,1370.2
06-06-19,Thu,1378.5
07-06-19,Fri,1381.9
10-06-19,Mon,1366.9
11-06-19,Tue,1369
12-06-19,Wed,1373.8
13-06-19,Thu,1380.7
14-06-19,Fri,1381.5
17-06-19,Mon,1379.6
18-06-19,Tue,1387.4
19-06-19,Wed,1384.4
20-06-19,Thu,1429.4
21-06-19,Fri,1432.7
24-06-19,Mon,1450.9
25-06-19,Tue,1451.3
26-06-19,Wed,1447.8
27-06-19,Thu,1444.5
28-06-19,Fri,1446.8
01-07-19,Mon,1423.6
02-07-19,Tue,1442.8
03-07-19,Wed,1456
04-07-19,Thu,1423.55
05-07-19,Fri,1436.6
08-07-19,Mon,1437.3
09-07-19,Tue,1438.3
10-07-19,Wed,1450.5
11-07-19,Thu,1445.3
12-07-19,Fri,1450.9
15-07-19,Mon,1452.3
16-07-19,Tue,1450.2
17-07-19,Wed,1462.5
18-07-19,Thu,1467.2
19-07-19,Fri,1465.5
22-07-19,Mon,1466
23-07-19,Tue,1460.8
24-07-19,Wed,1462.9
25-07-19,Thu,1454.4
26-07-19,Fri,1460.4
29-07-19,Mon,1461.7
30-07-19,Tue,1470.3
31-07-19,Wed,1466.3
01-08-19,Thu,1461.5
02-08-19,Fri,1485.3
05-08-19,Mon,1502.6
06-08-19,Tue,1509.7
07-08-19,Wed,1544.6
08-08-19,Thu,1535
09-08-19,Fri,1534.5
12-08-19,Mon,1543
13-08-19,Tue,1540.7
14-08-19,Wed,1554
15-08-19,Thu,1556.7
16-08-19,Fri,1549.2
19-08-19,Mon,1537.2
20-08-19,Tue,1541.3
21-08-19,Wed,1541.5
22-08-19,Thu,1534.4
23-08-19,Fri,1563.5
26-08-19,Mon,1563.1
27-08-19,Tue,1578
28-08-19,Wed,1575.3
29-08-19,Thu,1564
30-08-19,Fri,1557.2
02-09-19,Mon,1535.15
03-09-19,Tue,1583.2
04-09-19,Wed,1587.4
05-09-19,Thu,1552.9
06-09-19,Fri,1543.3
09-09-19,Mon,1539.6
10-09-19,Tue,1528.1
11-09-19,Wed,1532.4
12-09-19,Thu,1537.8
13-09-19,Fri,1530.7
16-09-19,Mon,1542.3
17-09-19,Tue,1544.1
18-09-19,Wed,1546.1
19-09-19,Thu,1536.4
20-09-19,Fri,1545.3
23-09-19,Mon,1561.6
24-09-19,Tue,1570.1
25-09-19,Wed,1542
26-09-19,Thu,1545
27-09-19,Fri,1536.1
30-09-19,Mon,1502.3
01-10-19,Tue,1518
02-10-19,Wed,1536.8
03-10-19,Thu,1541.3
04-10-19,Fri,1540.7
07-10-19,Mon,1532.5
08-10-19,Tue,1531.9
09-10-19,Wed,1541.1
10-10-19,Thu,1529.7
11-10-19,Fri,1517.8
14-10-19,Mon,1527.1
15-10-19,Tue,1513.1
16-10-19,Wed,1523.4
17-10-19,Thu,1527.8
18-10-19,Fri,1523
21-10-19,Mon,1517.3
22-10-19,Tue,1516.6
23-10-19,Wed,1524.9
24-10-19,Thu,1533.9
25-10-19,Fri,1535.1
28-10-19,Mon,1525.8
29-10-19,Tue,1520.6
30-10-19,Wed,1526.5
31-10-19,Thu,1544
01-11-19,Fri,1541.3
04-11-19,Mon,1541.6
05-11-19,Tue,1514.5
06-11-19,Wed,1523.9
07-11-19,Thu,1497.7
08-11-19,Fri,1496.3
11-11-19,Mon,1488
12-11-19,Tue,1484.2
13-11-19,Wed,1493.9
14-11-19,Thu,1504
15-11-19,Fri,1499.1
18-11-19,Mon,1502.4
19-11-19,Tue,1504.8
20-11-19,Wed,1504.5
21-11-19,Thu,1494
22-11-19,Fri,1494.4
25-11-19,Mon,1488.1
26-11-19,Tue,1491
27-11-19,Wed,1484.4
28-11-19,Thu,1462.25
29-11-19,Fri,1496.6
02-12-19,Mon,1493.1
03-12-19,Tue,1508.6
04-12-19,Wed,1504.5
05-12-19,Thu,1507.5
06-12-19,Fri,1489.9
09-12-19,Mon,1489.8
10-12-19,Tue,1493.2
11-12-19,Wed,1500.1
12-12-19,Thu,1497.5
13-12-19,Fri,1506.9
16-12-19,Mon,1506.7
17-12-19,Tue,1506.8
18-12-19,Wed,1504.3
19-12-19,Thu,1510
20-12-19,Fri,1506.4
23-12-19,Mon,1514.4
24-12-19,Tue,1530.5
25-12-19,Wed,1504.05
26-12-19,Thu,1540.3
27-12-19,Fri,1544.4
30-12-19,Mon,1545.4
31-12-19,Tue,1550.6
01-01-20,Wed,1520.95
02-01-20,Thu,1555.2
03-01-20,Fri,1579.6
06-01-20,Mon,1596.1
07-01-20,Tue,1601.3
08-01-20,Wed,1587
09-01-20,Thu,1581.4
10-01-20,Fri,1587
13-01-20,Mon,1577.5
14-01-20,Tue,1571.2
15-01-20,Wed,1580.3
16-01-20,Thu,1576.9
17-01-20,Fri,1587.2
20-01-20,Mon,1561.25
21-01-20,Tue,1584.7
22-01-20,Wed,1583.5
23-01-20,Thu,1592.1
24-01-20,Fri,1599
27-01-20,Mon,1604.6
28-01-20,Tue,1596.9
29-01-20,Wed,1597.9
30-01-20,Thu,1610.7
31-01-20,Fri,1609.4
03-02-20,Mon,1604
04-02-20,Tue,1577.5
05-02-20,Wed,1584.7
06-02-20,Thu,1591.7
07-02-20,Fri,1595
10-02-20,Mon,1600.7
11-02-20,Tue,1591.1
12-02-20,Wed,1592.4
13-02-20,Thu,1599.6
14-02-20,Fri,1606.9
17-02-20,Mon,1587.05
18-02-20,Tue,1624
19-02-20,Wed,1632.2
20-02-20,Thu,1640.8
21-02-20,Fri,1669.1
24-02-20,Mon,1697.1
25-02-20,Tue,1670.2
26-02-20,Wed,1662.9
27-02-20,Thu,1661.4
28-02-20,Fri,1583.6
02-03-20,Mon,1609.7
03-03-20,Tue,1658.8
04-03-20,Wed,1656.5
05-03-20,Thu,1680.4
06-03-20,Fri,1683
09-03-20,Mon,1684.1
10-03-20,Tue,1669
11-03-20,Wed,1650.8
12-03-20,Thu,1598.8
13-03-20,Fri,1524.9
16-03-20,Mon,1493.8
17-03-20,Tue,1534.1
18-03-20,Wed,1487.1
19-03-20,Thu,1489.4
20-03-20,Fri,1495.1
23-03-20,Mon,1581.4
24-03-20,Tue,1663
25-03-20,Wed,1633.3
26-03-20,Thu,1662
27-03-20,Fri,1655
30-03-20,Mon,1644.1
31-03-20,Tue,1597.6
01-04-20,Wed,1592.5
02-04-20,Thu,1638.9
03-04-20,Fri,1646.5
06-04-20,Mon,1693.1
07-04-20,Tue,1683.7
08-04-20,Wed,1684.1
09-04-20,Thu,1753.6
10-04-20,Fri,1740.6
13-04-20,Mon,1762.7
14-04-20,Tue,1771.2
15-04-20,Wed,1744.7
16-04-20,Thu,1736.3
17-04-20,Fri,1702.7
20-04-20,Mon,1715.3
21-04-20,Tue,1692.1
22-04-20,Wed,1743.5
23-04-20,Thu,1751
24-04-20,Fri,1741.7
27-04-20,Mon,1731.4
28-04-20,Tue,1731.2
29-04-20,Wed,1722.4
30-04-20,Thu,1704.9
01-05-20,Fri,1712
04-05-20,Mon,1725.9
05-05-20,Tue,1728
06-05-20,Wed,1704.4
07-05-20,Thu,1743.7
08-05-20,Fri,1735.2
11-05-20,Mon,1720.9
12-05-20,Tue,1728
13-05-20,Wed,1737.3
14-05-20,Thu,1762
15-05-20,Fri,1778.7
18-05-20,Mon,1760.6
19-05-20,Tue,1773.4
20-05-20,Wed,1781.7
21-05-20,Thu,1750.4
22-05-20,Fri,1765.6
25-05-20,Mon,1727
